entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfGeneralMeeting,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfCostOfSales,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfExternalExpenses,Equity,HomepageOfReportingEntity,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,LongtermLiabilitiesOtherThanProvisionsDueAfterFiveYearsAndMore,LongtermLiabilitiesOtherThanProvisionsDueInOneYear,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfReportingEntity,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ProfitLoss,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GrossProfitLoss,OtherFinanceExpenses,OtherFinanceIncome,PostemploymentBenefitExpense,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,SocialSecurityContributions,TaxExpenseOnOrdinaryActivities,WagesAndSalaries,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,DeferredIncomeAssets,FixturesFittingsToolsAndEquipment,Inventories,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermLiabilitiesOtherThanProvisions,LongtermMortgageDebt,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,Provisions,ProvisionsForDeferredTax,RawMaterialsAndConsumables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPartOfLongtermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTradePayables,ShorttermTradeReceivables,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,AddressOfAuditorCountry,DepreciationOfPropertyPlantAndEquipment,NameAndSurnameOfMemberOfExecutiveBoard,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,DescriptionOfAuditor,IdentificationNumberCvrOfAuditFirm,NameAndSurnameOfAuditor,NameOfAuditFirm,TelephoneNumberOfAuditor
13959137,2015-10-01,2015-10-01,c181,,http://regnskaber.virk.dk/73195931/ZG9rdW1lbnRsYWdlcjovLzAzLzA0L2E4L2JkL2QyL2NlZDMtNDhkMC1hZjkyLTdmNGExZjQ1YzFmNw.pdf,http://regnskaber.virk.dk/73195931/ZG9rdW1lbnRsYWdlcjovLzAzLzVkLzFiLzAyL2VlLzEzZjAtNDMwMy1iNzUxLTVkYzQ0ZDYzYjcyMA.xml,Grindsted,7200.0,114.0,Vestergade,"6870, Ãlgod","Jernbanegade, 3",kapitalejerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015/16 for opfyldt.,2017-01-24,2017-01-24,2017-01-30,Andre driftsindtÃ¦gter og driftsomkostninger Andre driftsindtÃ¦gter og driftsomkostninger indeholder regnskabsposter af sekundÃ¦r karakter i forhold til virksomhedens hovedaktiviteter.,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame, administration, lokaler og tab pÃ¥ debitorer.",210000.0,Grindsted-bk.dk,13959137.0,15807776.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2015/16 for Grindsted Bremse- og Koblingsservice ApS.,Ãrsrapport,750000.0,119000.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Preben Madsen,Grindsted Bremse- og Koblingsservice ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",Grindsted,2014-10-01,2015-09-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-09-30,2015-10-01,2017-01-24,Ãlgod,7532 2322,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23443748,indberetninger-20180424,2.5124211,13959137.0,,2018-03-27T13:35:12.632Z,2017-02-01T15:28:44.614Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AB-87-LG,2017-02-01T15:28:44.753Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13959137,2015-10-01,2015-10-01,c199,,http://regnskaber.virk.dk/73195931/ZG9rdW1lbnRsYWdlcjovLzAzLzA0L2E4L2JkL2QyL2NlZDMtNDhkMC1hZjkyLTdmNGExZjQ1YzFmNw.pdf,http://regnskaber.virk.dk/73195931/ZG9rdW1lbnRsYWdlcjovLzAzLzVkLzFiLzAyL2VlLzEzZjAtNDMwMy1iNzUxLTVkYzQ0ZDYzYjcyMA.xml,Grindsted,7200.0,114.0,Vestergade,"6870, Ãlgod","Jernbanegade, 3",kapitalejerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015/16 for opfyldt.,2017-01-24,2017-01-24,2017-01-30,Andre driftsindtÃ¦gter og driftsomkostninger Andre driftsindtÃ¦gter og driftsomkostninger indeholder regnskabsposter af sekundÃ¦r karakter i forhold til virksomhedens hovedaktiviteter.,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame, administration, lokaler og tab pÃ¥ debitorer.",-166568.0,Grindsted-bk.dk,13959137.0,15807776.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2015/16 for Grindsted Bremse- og Koblingsservice ApS.,Ãrsrapport,750000.0,119000.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Preben Madsen,Grindsted Bremse- og Koblingsservice ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",Grindsted,2014-10-01,2015-09-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-09-30,2015-10-01,2017-01-24,Ãlgod,7532 2322,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23443748,indberetninger-20180424,2.5124211,13959137.0,,2018-03-27T13:35:12.632Z,2017-02-01T15:28:44.614Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AB-87-LG,2017-02-01T15:28:44.753Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13959137,2015-10-01,2016-09-30,c1,,http://regnskaber.virk.dk/73195931/ZG9rdW1lbnRsYWdlcjovLzAzLzA0L2E4L2JkL2QyL2NlZDMtNDhkMC1hZjkyLTdmNGExZjQ1YzFmNw.pdf,http://regnskaber.virk.dk/73195931/ZG9rdW1lbnRsYWdlcjovLzAzLzVkLzFiLzAyL2VlLzEzZjAtNDMwMy1iNzUxLTVkYzQ0ZDYzYjcyMA.xml,Grindsted,7200.0,114.0,Vestergade,"6870, Ãlgod","Jernbanegade, 3",kapitalejerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015/16 for opfyldt.,2017-01-24,2017-01-24,2017-01-30,Andre driftsindtÃ¦gter og driftsomkostninger Andre driftsindtÃ¦gter og driftsomkostninger indeholder regnskabsposter af sekundÃ¦r karakter i forhold til virksomhedens hovedaktiviteter.,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame, administration, lokaler og tab pÃ¥ debitorer.",,Grindsted-bk.dk,13959137.0,15807776.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2015/16 for Grindsted Bremse- og Koblingsservice ApS.,Ãrsrapport,750000.0,119000.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Preben Madsen,Grindsted Bremse- og Koblingsservice ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",Grindsted,2014-10-01,2015-09-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-09-30,2015-10-01,2017-01-24,Ãlgod,7532 2322,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23443748,indberetninger-20180424,2.5124211,13959137.0,,2018-03-27T13:35:12.632Z,2017-02-01T15:28:44.614Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AB-87-LG,2017-02-01T15:28:44.753Z,59525.0,64678.0,1181178.0,1363299.0,56675.0,15584.0,73447.0,76352.0,117443.0,12272.0,16827.0,1095459.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Danmark,,,,,,,,,,,
13959137,2015-10-01,2016-09-30,c122,,http://regnskaber.virk.dk/73195931/ZG9rdW1lbnRsYWdlcjovLzAzLzA0L2E4L2JkL2QyL2NlZDMtNDhkMC1hZjkyLTdmNGExZjQ1YzFmNw.pdf,http://regnskaber.virk.dk/73195931/ZG9rdW1lbnRsYWdlcjovLzAzLzVkLzFiLzAyL2VlLzEzZjAtNDMwMy1iNzUxLTVkYzQ0ZDYzYjcyMA.xml,Grindsted,7200.0,114.0,Vestergade,"6870, Ãlgod","Jernbanegade, 3",kapitalejerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015/16 for opfyldt.,2017-01-24,2017-01-24,2017-01-30,Andre driftsindtÃ¦gter og driftsomkostninger Andre driftsindtÃ¦gter og driftsomkostninger indeholder regnskabsposter af sekundÃ¦r karakter i forhold til virksomhedens hovedaktiviteter.,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame, administration, lokaler og tab pÃ¥ debitorer.",,Grindsted-bk.dk,13959137.0,15807776.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2015/16 for Grindsted Bremse- og Koblingsservice ApS.,Ãrsrapport,750000.0,119000.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Preben Madsen,Grindsted Bremse- og Koblingsservice ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",Grindsted,2014-10-01,2015-09-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-09-30,2015-10-01,2017-01-24,Ãlgod,7532 2322,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23443748,indberetninger-20180424,2.5124211,13959137.0,,2018-03-27T13:35:12.632Z,2017-02-01T15:28:44.614Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AB-87-LG,2017-02-01T15:28:44.753Z,59525.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13959137,2015-10-01,2016-09-30,c149,,http://regnskaber.virk.dk/73195931/ZG9rdW1lbnRsYWdlcjovLzAzLzA0L2E4L2JkL2QyL2NlZDMtNDhkMC1hZjkyLTdmNGExZjQ1YzFmNw.pdf,http://regnskaber.virk.dk/73195931/ZG9rdW1lbnRsYWdlcjovLzAzLzVkLzFiLzAyL2VlLzEzZjAtNDMwMy1iNzUxLTVkYzQ0ZDYzYjcyMA.xml,Grindsted,7200.0,114.0,Vestergade,"6870, Ãlgod","Jernbanegade, 3",kapitalejerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015/16 for opfyldt.,2017-01-24,2017-01-24,2017-01-30,Andre driftsindtÃ¦gter og driftsomkostninger Andre driftsindtÃ¦gter og driftsomkostninger indeholder regnskabsposter af sekundÃ¦r karakter i forhold til virksomhedens hovedaktiviteter.,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame, administration, lokaler og tab pÃ¥ debitorer.",,Grindsted-bk.dk,13959137.0,15807776.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2015/16 for Grindsted Bremse- og Koblingsservice ApS.,Ãrsrapport,750000.0,119000.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Preben Madsen,Grindsted Bremse- og Koblingsservice ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",Grindsted,2014-10-01,2015-09-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-09-30,2015-10-01,2017-01-24,Ãlgod,7532 2322,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23443748,indberetninger-20180424,2.5124211,13959137.0,,2018-03-27T13:35:12.632Z,2017-02-01T15:28:44.614Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AB-87-LG,2017-02-01T15:28:44.753Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62328.0,,,,,,,,,,
13959137,2015-10-01,2016-09-30,c161,,http://regnskaber.virk.dk/73195931/ZG9rdW1lbnRsYWdlcjovLzAzLzA0L2E4L2JkL2QyL2NlZDMtNDhkMC1hZjkyLTdmNGExZjQ1YzFmNw.pdf,http://regnskaber.virk.dk/73195931/ZG9rdW1lbnRsYWdlcjovLzAzLzVkLzFiLzAyL2VlLzEzZjAtNDMwMy1iNzUxLTVkYzQ0ZDYzYjcyMA.xml,Grindsted,7200.0,114.0,Vestergade,"6870, Ãlgod","Jernbanegade, 3",kapitalejerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015/16 for opfyldt.,2017-01-24,2017-01-24,2017-01-30,Andre driftsindtÃ¦gter og driftsomkostninger Andre driftsindtÃ¦gter og driftsomkostninger indeholder regnskabsposter af sekundÃ¦r karakter i forhold til virksomhedens hovedaktiviteter.,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame, administration, lokaler og tab pÃ¥ debitorer.",,Grindsted-bk.dk,13959137.0,15807776.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2015/16 for Grindsted Bremse- og Koblingsservice ApS.,Ãrsrapport,750000.0,119000.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Preben Madsen,Grindsted Bremse- og Koblingsservice ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",Grindsted,2014-10-01,2015-09-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-09-30,2015-10-01,2017-01-24,Ãlgod,7532 2322,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23443748,indberetninger-20180424,2.5124211,13959137.0,,2018-03-27T13:35:12.632Z,2017-02-01T15:28:44.614Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AB-87-LG,2017-02-01T15:28:44.753Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2350.0,,,,,,,,,,
13959137,2015-10-01,2016-09-30,c200,,http://regnskaber.virk.dk/73195931/ZG9rdW1lbnRsYWdlcjovLzAzLzA0L2E4L2JkL2QyL2NlZDMtNDhkMC1hZjkyLTdmNGExZjQ1YzFmNw.pdf,http://regnskaber.virk.dk/73195931/ZG9rdW1lbnRsYWdlcjovLzAzLzVkLzFiLzAyL2VlLzEzZjAtNDMwMy1iNzUxLTVkYzQ0ZDYzYjcyMA.xml,Grindsted,7200.0,114.0,Vestergade,"6870, Ãlgod","Jernbanegade, 3",kapitalejerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015/16 for opfyldt.,2017-01-24,2017-01-24,2017-01-30,Andre driftsindtÃ¦gter og driftsomkostninger Andre driftsindtÃ¦gter og driftsomkostninger indeholder regnskabsposter af sekundÃ¦r karakter i forhold til virksomhedens hovedaktiviteter.,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame, administration, lokaler og tab pÃ¥ debitorer.",,Grindsted-bk.dk,13959137.0,15807776.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2015/16 for Grindsted Bremse- og Koblingsservice ApS.,Ãrsrapport,750000.0,119000.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Preben Madsen,Grindsted Bremse- og Koblingsservice ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",Grindsted,2014-10-01,2015-09-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-09-30,2015-10-01,2017-01-24,Ãlgod,7532 2322,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23443748,indberetninger-20180424,2.5124211,13959137.0,,2018-03-27T13:35:12.632Z,2017-02-01T15:28:44.614Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AB-87-LG,2017-02-01T15:28:44.753Z,59525.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13959137,2015-10-01,2016-09-30,c70,,http://regnskaber.virk.dk/73195931/ZG9rdW1lbnRsYWdlcjovLzAzLzA0L2E4L2JkL2QyL2NlZDMtNDhkMC1hZjkyLTdmNGExZjQ1YzFmNw.pdf,http://regnskaber.virk.dk/73195931/ZG9rdW1lbnRsYWdlcjovLzAzLzVkLzFiLzAyL2VlLzEzZjAtNDMwMy1iNzUxLTVkYzQ0ZDYzYjcyMA.xml,Grindsted,7200.0,114.0,Vestergade,"6870, Ãlgod","Jernbanegade, 3",kapitalejerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015/16 for opfyldt.,2017-01-24,2017-01-24,2017-01-30,Andre driftsindtÃ¦gter og driftsomkostninger Andre driftsindtÃ¦gter og driftsomkostninger indeholder regnskabsposter af sekundÃ¦r karakter i forhold til virksomhedens hovedaktiviteter.,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame, administration, lokaler og tab pÃ¥ debitorer.",,Grindsted-bk.dk,13959137.0,15807776.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2015/16 for Grindsted Bremse- og Koblingsservice ApS.,Ãrsrapport,750000.0,119000.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Preben Madsen,Grindsted Bremse- og Koblingsservice ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",Grindsted,2014-10-01,2015-09-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-09-30,2015-10-01,2017-01-24,Ãlgod,7532 2322,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23443748,indberetninger-20180424,2.5124211,13959137.0,,2018-03-27T13:35:12.632Z,2017-02-01T15:28:44.614Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AB-87-LG,2017-02-01T15:28:44.753Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Allan Madsen,,,,,,,,,
13959137,2015-10-01,2016-09-30,c71,,http://regnskaber.virk.dk/73195931/ZG9rdW1lbnRsYWdlcjovLzAzLzA0L2E4L2JkL2QyL2NlZDMtNDhkMC1hZjkyLTdmNGExZjQ1YzFmNw.pdf,http://regnskaber.virk.dk/73195931/ZG9rdW1lbnRsYWdlcjovLzAzLzVkLzFiLzAyL2VlLzEzZjAtNDMwMy1iNzUxLTVkYzQ0ZDYzYjcyMA.xml,Grindsted,7200.0,114.0,Vestergade,"6870, Ãlgod","Jernbanegade, 3",kapitalejerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015/16 for opfyldt.,2017-01-24,2017-01-24,2017-01-30,Andre driftsindtÃ¦gter og driftsomkostninger Andre driftsindtÃ¦gter og driftsomkostninger indeholder regnskabsposter af sekundÃ¦r karakter i forhold til virksomhedens hovedaktiviteter.,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame, administration, lokaler og tab pÃ¥ debitorer.",,Grindsted-bk.dk,13959137.0,15807776.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2015/16 for Grindsted Bremse- og Koblingsservice ApS.,Ãrsrapport,750000.0,119000.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Preben Madsen,Grindsted Bremse- og Koblingsservice ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",Grindsted,2014-10-01,2015-09-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-09-30,2015-10-01,2017-01-24,Ãlgod,7532 2322,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23443748,indberetninger-20180424,2.5124211,13959137.0,,2018-03-27T13:35:12.632Z,2017-02-01T15:28:44.614Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AB-87-LG,2017-02-01T15:28:44.753Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Preben Madsen,,,,,,,,,
13959137,2015-10-01,2016-09-30,c88,,http://regnskaber.virk.dk/73195931/ZG9rdW1lbnRsYWdlcjovLzAzLzA0L2E4L2JkL2QyL2NlZDMtNDhkMC1hZjkyLTdmNGExZjQ1YzFmNw.pdf,http://regnskaber.virk.dk/73195931/ZG9rdW1lbnRsYWdlcjovLzAzLzVkLzFiLzAyL2VlLzEzZjAtNDMwMy1iNzUxLTVkYzQ0ZDYzYjcyMA.xml,Grindsted,7200.0,114.0,Vestergade,"6870, Ãlgod","Jernbanegade, 3",kapitalejerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015/16 for opfyldt.,2017-01-24,2017-01-24,2017-01-30,Andre driftsindtÃ¦gter og driftsomkostninger Andre driftsindtÃ¦gter og driftsomkostninger indeholder regnskabsposter af sekundÃ¦r karakter i forhold til virksomhedens hovedaktiviteter.,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame, administration, lokaler og tab pÃ¥ debitorer.",,Grindsted-bk.dk,13959137.0,15807776.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2015/16 for Grindsted Bremse- og Koblingsservice ApS.,Ãrsrapport,750000.0,119000.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Preben Madsen,Grindsted Bremse- og Koblingsservice ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",Grindsted,2014-10-01,2015-09-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-09-30,2015-10-01,2017-01-24,Ãlgod,7532 2322,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23443748,indberetninger-20180424,2.5124211,13959137.0,,2018-03-27T13:35:12.632Z,2017-02-01T15:28:44.614Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AB-87-LG,2017-02-01T15:28:44.753Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ãlgod,6870.0,3.0,Jernbanegade,statsautoriseret revisor,15807776.0,Allan Ãstergaard,"Partner Revision, statsautoriseret revisionsaktieselskab",76 98 21 00
